21600000003,1035926474,752121276,80,49434,6,1460
21600000005,725251772,1010276243,32769,80,6,0
21600000008,1028743010,3756946919,48464,80,6,0
21600000018,1366800241,1185836879,27017,24733,6,36
21600000023,2372333738,1022948766,3023,80,6,0
21600000031,2458161324,2093865004,33124,80,6,0
21600000036,2657683775,2093865017,57059,80,6,0
21600000036,2458161324,2093865004,33124,80,6,0
21600000038,4246566785,671791538,63161,80,6,0
21600000039,2226179568,1894654862,49857,80,6,0
21600000048,3125743877,3773910683,15037,443,6,0
21600000056,3667576654,1022948766,4683,80,6,0
21600000065,700527792,1032796186,63900,80,6,0
21600000074,805406772,2583596373,80,57830,6,1448
21600000077,697162613,3347306539,80,13638,6,223
21600000077,2458070344,2093864999,4481,80,6,0
21600000078,3494737664,2093865004,49352,80,6,0
21600000085,805406772,2583596373,80,57830,6,1448
21600000086,1011118026,661149840,80,25229,6,0
21600000088,1028681582,2281391359,63588,80,6,0
21600000088,3754395583,667912822,49460,51056,17,172
21600000101,2373108688,669127396,16955,8080,6,0
21600000102,2529835326,671791985,9119,80,6,0
21600000104,725251772,1010276243,32769,80,6,0
21600000105,725251772,1010276243,32769,80,6,0
21600000106,3829227071,669127396,56697,8080,6,0
21600000106,1011118026,661149912,80,55463,6,0
21600000132,4245812329,671791977,1869,80,6,498
21600000132,3753468556,805455153,40753,80,6,0
21600000135,1302131818,2093864974,4348,80,6,0
21600000136,2495587447,1010276269,1123,443,6,0
21600000139,2489463088,2093864983,12597,80,6,0
21600000150,2967874377,2279634235,80,53652,6,1448
21600000152,3097607635,814525593,62320,80,6,0
21600000159,805412706,3672022348,1935,55485,6,0
21600000161,1028743023,2670273621,80,51890,6,0
21600000164,1406183054,661327660,59574,80,6,0
21600000168,1029799766,839723613,80,39878,6,1448
21600000169,2967874377,2279634235,80,53652,6,1448
21600000171,2382458353,1801557065,57142,24786,17,20
21600000176,2610711697,2093864974,62237,80,6,0
21600000177,2670421486,814525607,52573,80,6,0
21600000179,1029799766,839723613,80,39878,6,1448
21600000180,2458422640,2093864998,64246,80,6,0
21600000180,1028681582,2281391359,63588,80,6,0
21600000182,2458315264,2093865306,6712,80,6,0
21600000188,2605389263,3963563080,49942,80,6,0
21600000189,1894688651,2378508597,29200,4855,6,274
21600000189,725251772,1010276243,32769,80,6,0
21600000189,725251772,1010276243,32769,80,6,0
21600000192,2967874377,2279634235,80,53652,6,1448
21600000194,1029799766,839723613,80,39878,6,1448
21600000206,2967874377,2279634235,80,53652,6,1448
21600000211,3381053314,752201891,53,25438,17,98
21600000212,2529551220,3087360917,6424,80,6,221
21600000213,2967874512,2279634212,34279,80,6,0
21600000217,1029799766,839723613,80,39878,6,1448
21600000222,2967874377,2279634235,80,53652,6,1448
21600000224,2967874377,2279634235,80,53652,6,41
21600000228,1582625772,814525593,1970,80,6,0
21600000232,2926009017,2583596646,51086,48056,17,92
21600000235,1029799766,839723613,80,39878,6,1448
21600000237,1028681582,2281391359,63588,80,6,0
21600000246,3753468556,805455153,40753,80,6,0
21600000248,2387361007,805455174,59875,80,6,0
21600000262,805468245,3023310041,57753,80,6,0
21600000270,3753468579,805455193,61952,80,6,0
21600000274,2495589282,805458232,52617,80,6,0
21600000274,2955142125,3058255619,30633,8424,6,0
21600000276,2610486321,2093865296,26306,80,6,0
21600000279,725251772,1010276243,32769,80,6,0
21600000282,901263568,3055375609,12340,16358,17,29
21600000284,3716886432,3220029708,49163,80,6,227
21600000285,654711405,2965688780,5125,61498,17,133
21600000286,2387740110,3960175500,59117,443,6,0
21600000288,2591521885,1032796304,55766,80,6,0
21600000294,2395814526,805456251,33938,443,6,0
21600000297,2398077638,805456037,51152,80,6,0
21600000301,1028681582,2281391359,63588,80,6,0
21600000305,900447665,1010276183,48793,80,6,939
21600000307,2458161324,2093865004,33124,80,6,0
21600000307,805962954,3256498321,53,31593,17,155
21600000308,2458161324,2093865004,33124,80,6,0
21600000310,2582061264,669127396,4413,8080,6,0
21600000311,2489798223,2093864982,1195,80,6,0
21600000315,2374722340,671793106,15666,80,6,0
21600000323,2254446491,3960176045,56811,443,6,188
21600000324,2254446491,3960176045,56811,443,6,0
21600000355,3010299095,1022618253,80,63305,6,1460
21600000359,805467327,3001904475,56590,443,6,0
21600000363,3753468556,805455153,40753,80,6,0
21600000371,2495425393,1010276261,49170,443,6,0
21600000371,2493319092,805458226,1249,80,6,1
21600000374,2967874503,2279634227,80,37214,6,449
21600000376,2579487039,686961019,15654,80,6,0
21600000387,2452669866,1034359513,53193,80,6,0
21600000395,2996197201,3165346625,2099,49580,6,0
21600000401,2381877246,671793106,3743,80,6,0
21600000407,917295852,2281332816,24059,443,6,27
21600000410,3494494563,2093865017,55836,80,6,0
21600000411,2667665353,2281415095,2664,80,6,0
21600000413,1029799766,839723613,80,39878,6,1448
21600000415,3668574821,2093865299,60062,80,6,0
21600000419,2568789320,1010276271,51163,443,6,0
21600000423,2967874542,2279634228,53844,80,6,1129
21600000424,4245979024,864193105,48764,80,6,0
21600000431,1029799766,839723613,80,39878,6,1448
21600000432,2581876519,671791132,1713,80,6,0
21600000436,2926009017,2583596647,27844,42794,17,32
21600000440,1029799766,839723613,80,39878,6,1448
21600000442,1028681582,2281391359,63588,80,6,0
21600000442,2458075146,2093864973,1166,80,6,0
21600000442,2458075146,2093864973,1166,80,6,0
21600000443,1028681582,2281391359,63588,80,6,0
21600000449,2458075146,2093864973,1166,80,6,0
21600000452,2227218210,805456006,64265,80,6,0
21600000453,3088393370,1119892013,80,48440,6,426
21600000455,2218821777,805456024,40944,80,6,0
21600000456,2459808191,2093864975,42484,80,6,0
21600000458,805468245,3023310041,57753,80,6,913
21600000459,1029799766,839723613,80,39878,6,1448
21600000460,697162597,1375729322,80,54455,6,0
21600000462,3010299095,1022618253,80,63305,6,1460
21600000465,676716809,814727122,49367,1455,17,321
21600000468,676716810,2093859923,63767,1455,17,321
21600000471,1029799766,839723613,80,39878,6,1448
21600000472,697162597,1375729322,80,54455,6,0
21600000473,696811786,3045491620,24120,16890,17,172
21600000474,697162597,1375729322,80,54455,6,0
21600000478,698345721,3881097585,80,43371,6,1368
21600000479,3692941637,669127396,24436,8080,6,0
21600000482,1029799766,839723613,80,39878,6,1448
21600000487,1029799766,839723613,80,39878,6,1448
21600000489,3718251780,661329733,26673,53,17,50
21600000497,1029799766,839723613,80,39878,6,990
21600000502,3506407082,1894655829,49366,80,6,0
21600000522,1300828109,2093864964,26981,80,6,0
21600000538,1028681582,2281391359,63588,80,6,0
21600000542,630288527,2093865297,30401,80,6,0
21600000542,1028681358,3034932116,80,50956,6,0
21600000551,2668614332,2781476453,62558,8500,6,1380
21600000553,2668614332,2781476453,62558,8500,6,80
21600000556,2396467477,805455144,49753,80,6,0
21600000573,2669122149,1010276263,50762,443,6,0
21600000584,2380171548,814727026,49471,80,6,0
21600000587,2458161324,2093865004,33124,80,6,0
21600000587,2458161324,2093865004,33124,80,6,0
21600000593,2967874512,2279634212,34279,80,6,0
21600000596,1028681582,2281391359,63588,80,6,0
21600000596,1406469646,3960113685,60932,80,6,0
21600000601,3010299095,1022618253,80,63305,6,1460
21600000610,2514750811,671791132,51487,80,6,0
21600000617,2352924379,1034359829,8010,3488,17,151
21600000617,2421395208,1022948766,4402,80,6,0
21600000619,902087771,2532484097,80,55896,6,1400
21600000621,2458143144,2093864980,2288,80,6,0
21600000621,1301419185,2093864987,1169,80,6,0
21600000622,676716809,814727118,60826,1455,17,913
21600000624,2229571089,1894654830,64918,80,6,0
21600000634,2926009017,2583596654,28104,47406,17,92
21600000644,805406772,2583596373,80,57830,6,1448
21600000645,1398065276,2920182278,37381,80,6,0
21600000657,902087771,2532484097,80,55896,6,1400
21600000658,2495406988,1010276261,28545,80,6,0
21600000658,3716403233,1034359496,3626,80,6,809
21600000660,902087771,2532484097,80,55896,6,1400
21600000662,733141577,1894655868,45763,443,6,0
21600000663,2489513129,2093865016,22182,80,6,0
21600000665,1028742987,3834221418,443,51890,6,1360
21600000670,3201074266,3959705790,58681,443,6,1
21600000675,1028742987,3834221418,443,51890,6,1360
21600000676,1028681582,2281391359,63588,80,6,0
21600000676,2571900657,669127396,3134,8080,6,0
21600000680,2475665396,669127396,4165,8080,6,0
21600000681,3662290605,1032796300,50279,80,6,0
21600000681,2997120165,665047348,34139,443,6,10
21600000683,2475665396,669127396,4165,8080,6,0
21600000692,4254029599,669127396,3633,8080,6,0
21600000694,1301813369,2093865296,2370,80,6,0
21600000696,2531529904,1034359524,37213,80,6,0
21600000697,1301813369,2093865296,2370,80,6,0
21600000697,3668130358,2093864975,2321,80,6,0
21600000699,2531529904,1034359524,37213,80,6,0
21600000702,2442908964,671793106,3285,80,6,0
21600000710,2531529904,1034359524,37213,80,6,0
21600000713,3010299095,1022618253,80,63305,6,1460
21600000714,700678454,3963707619,52296,80,6,0
21600000720,707266483,3125401916,48204,18134,17,172
21600000723,2353509206,2093864983,9684,80,6,0
21600000725,2353509206,2093864983,9684,80,6,0
21600000729,3079245011,839723543,58908,80,6,0
21600000736,1398065276,2920182278,37381,80,6,0
21600000739,2475665396,669127396,4165,8080,6,0
21600000739,2475665396,669127396,4165,8080,6,0
21600000742,911750472,2691122743,52747,44644,6,1188
21600000748,553974648,663391999,12698,80,6,0
21600000756,1028681582,2281391359,63588,80,6,0
21600000758,3662296462,1032796186,49243,80,6,0
21600000760,2397571286,1894687530,50904,80,6,0
21600000761,2495121661,1594755798,27667,443,6,0
21600000767,1099282175,812947555,57826,443,6,1380
21600000772,902170297,899824664,25358,32166,17,172
21600000776,3088393370,1119892013,80,36351,6,460
21600000779,1399010368,1370747531,65368,53605,6,0
21600000783,2493061699,2279634376,49539,80,6,0
21600000787,1347185648,1032796301,49235,80,6,0
21600000790,1347185648,1032796301,49235,80,6,0
21600000796,2380176399,1032796294,50560,80,6,0
21600000798,902170297,899824664,40158,65258,17,172
21600000798,3749986099,1020256156,1360,443,6,0
21600000803,1347185648,1032796301,49235,80,6,0
21600000808,2488470068,1010276270,51042,80,6,0
21600000810,3010299095,1022618253,80,63305,6,1460
21600000813,1028681359,3034932123,80,61480,6,0
21600000817,3661650022,1182032528,2262,443,6,0
21600000819,2490333387,697196344,62220,80,6,0
21600000821,2475991172,669127396,34741,8080,6,0
21600000824,2381140622,697196344,49379,80,6,0
21600000829,3887055687,2279643297,50279,1935,6,1460
21600000830,3887055687,2279643297,50279,1935,6,37
21600000830,1029799748,839723623,32975,80,6,1068
21600000831,707324956,3125401916,50018,12854,17,92
21600000831,875675358,1894654766,55015,80,6,0
21600000832,938281882,859072053,60721,80,6,0
21600000844,2580790647,1550287154,42643,80,6,0
21600000852,1399011388,3885381414,443,15977,6,0
21600000853,2460976271,1894654851,46624,80,6,0
21600000853,553974648,663391999,12698,80,6,0
21600000853,3714145024,3048201023,57390,16471,17,16
21600000857,3660282240,665639990,3055,80,6,0
21600000860,1366800241,1185834952,27017,10698,6,525
21600000862,1029799740,839723634,51880,80,6,0
21600000866,1028681582,2281391359,63588,80,6,0
21600000866,1028681582,2281391359,63588,80,6,0
21600000869,736466474,1022948676,65395,80,6,268
21600000869,2926009017,2583596645,35388,40584,17,32
21600000871,1399718688,3087351728,48594,80,6,1100
21600000874,2668614332,2781476453,62558,8500,6,1380
21600000875,2668614332,2781476453,62558,8500,6,80
21600000886,2967874543,2279634261,50358,80,6,0
21600000886,707254287,2093865305,1688,80,6,0
21600000886,2398914753,1894654859,54050,443,6,0
21600000888,901263568,1184349342,12340,37016,17,29
21600000898,1028681582,2281391359,63588,80,6,0
21600000910,2926009017,2583596645,54458,43074,17,32
21600000911,2419911114,671791985,3114,80,6,460
21600000915,3010299095,1022618253,80,63305,6,1460
21600000916,3829900096,669127396,26443,8080,6,0
21600000919,2456822026,805458233,2835,80,6,272
21600000924,2373535671,669127396,50151,8080,6,0
21600000941,1366800241,1185834952,27017,10698,6,209
21600000941,657477993,696308867,26752,13244,17,52
21600000942,3691351980,669127396,4635,8080,6,0
21600000945,3720466265,671791536,3068,80,6,0
21600000949,2398808083,1894654803,51314,80,6,0
21600000954,2454597012,1032796300,50837,80,6,0
21600000959,1366800247,1185836893,27017,45078,6,36
21600000959,1028681582,2281391359,63588,80,6,0
21600000964,1399718715,2996281221,27876,80,6,848
21600000965,1028681595,3834225671,80,52494,6,1360
21600000968,2227896734,1894654850,49290,80,6,0
21600000970,1028681488,3256925030,80,35621,6,278
21600000977,1028681595,3834225671,80,52494,6,1360
21600000979,3079231779,864214729,50437,1935,6,0
21600000979,565009669,2093865289,27954,80,6,0
21600000981,3009250739,1182031936,56933,80,6,0
21600000985,3680954026,1034359549,49914,80,6,0
21600000987,1028681595,3834225671,80,52494,6,1360
21600000994,835838992,3959649898,443,45036,6,1448
21600000996,835838992,3959649898,443,45036,6,77
21600000998,2494864217,805458200,53655,80,6,0
21600000998,1476916360,2281361388,64985,443,6,0
21600001004,1894688369,3187021670,7230,2928,6,61
21600001006,1028681584,2378521857,80,51556,6,0
21600001011,1028681351,3034932123,80,65170,6,0
21600001015,805467234,3001903977,57227,80,6,0
21600001018,874331779,1894655831,6735,443,6,0
21600001020,672295417,2281357472,4501,443,6,0
21600001022,2458161324,2093865004,33124,80,6,0
21600001023,2458161324,2093865004,33124,80,6,0
21600001033,919552130,3884387398,10006,7194,17,30
21600001039,2228424960,2093864974,4035,80,6,0
21600001042,1029799740,839723634,51880,80,6,0
21600001043,1028681582,2281391359,63588,80,6,0
21600001049,2440637522,3130033321,21788,1935,6,1210
21600001052,1302182767,2093864996,56781,80,6,0
21600001055,1145628286,752156924,27719,59463,17,20
21600001059,2969957606,1894687526,37800,80,6,1448
21600001061,3152564852,3960205928,51685,80,6,0
21600001062,2969957606,1894687526,37800,80,6,1448
21600001063,2969957606,1894687526,37800,80,6,211
21600001063,2437086270,671791132,3112,80,6,0
21600001066,1399718679,3087351728,42361,80,6,0
21600001074,1022603163,2859538705,80,50796,6,0
21600001074,2226722335,3960205769,50370,443,6,0
21600001091,3140250834,3960176045,53110,443,6,166
21600001094,901977148,3750477581,53492,443,6,139
21600001094,901977148,3750477581,53492,443,6,6
21600001097,901977148,3750477581,53492,443,6,41
21600001100,2458159936,2093864973,60666,80,6,0
21600001118,2542378603,1010276233,50185,80,6,0
21600001119,1028681582,2281391359,63588,80,6,0
21600001120,2529835326,671791985,9119,80,6,467
21600001124,2380221523,814727027,50861,80,6,0
21600001126,1104803611,3087348918,14206,9016,6,0
21600001128,2967956794,1594755777,80,54043,6,1448
21600001130,2926009017,2583596654,37802,40020,17,32
21600001130,902087771,2532484097,80,55896,6,1400
21600001135,902087771,2532484097,80,55896,6,1400
21600001139,2967956794,1594755777,80,54043,6,1448
21600001141,2437811897,1022948766,2956,80,6,0
21600001141,3692941637,669127396,24436,8080,6,0
21600001147,1028742977,1181407491,46388,80,6,0
21600001155,2967956794,1594755777,80,54043,6,1448
21600001157,3674329246,857917112,61758,80,6,0
21600001157,2653491278,663391999,27891,80,6,0
21600001157,582020606,2093865019,52993,80,6,523
21600001158,2587729473,2901144011,50546,4672,17,2
21600001165,3088393383,1120062128,80,2236,6,1460
21600001167,2967956794,1594755777,80,54043,6,1448
21600001176,3088393383,1120062128,80,2236,6,1460
21600001178,1359560479,3962614884,40566,80,6,0
21600001178,2967956794,1594755777,80,54043,6,1448
21600001181,3692941637,669127396,24436,8080,6,0
21600001182,938909202,859070766,63055,80,6,0
21600001184,1366800236,1182216107,27017,46950,6,36
21600001188,3088393383,1120062128,80,2236,6,1460
21600001194,2489535409,2093865296,1373,80,6,0
21600001195,547922159,1022948766,50298,80,6,0
21600001199,2174586374,2901318969,51135,13952,6,1400
21600001201,664562558,2093865175,12347,54487,17,1032
21600001202,1299011872,2281332816,64067,3478,17,125
21600001202,3088393383,1120062128,80,2236,6,1460
21600001203,2218821777,805456024,40944,80,6,0
21600001203,3662444867,814727143,49167,80,6,0
21600001203,2458161324,2093865004,33124,80,6,0
21600001203,2458161324,2093865004,33124,80,6,0
21600001215,3088393383,1120062128,80,2236,6,1460
21600001216,2459576141,2093865035,3957,80,6,0
21600001219,1099640909,3750477581,49779,443,6,0
21600001220,2459576141,2093865035,3957,80,6,0
21600001227,1028681582,2281391359,63588,80,6,0
21600001231,3088393383,1120062128,80,2236,6,1460
21600001239,3088393383,1120062128,80,2236,6,1460
21600001241,2355637928,864214742,1565,1935,6,0
21600001241,1311328458,671791538,62594,80,6,0
21600001241,3130648598,805456004,61681,80,6,0
21600001241,1110104844,864193135,2576,80,6,387
21600001249,835838992,3959649898,443,45036,6,1448
21600001250,835838992,3959649898,443,45036,6,29
21600001250,3088393383,1120062128,80,2236,6,1460
21600001252,3088393383,1120062128,80,2236,6,19
21600001252,2495605475,1010276249,15622,80,6,0
21600001252,3668121444,669127396,2624,8080,6,0
21600001260,805467309,3023308983,54153,80,6,0
21600001266,2500034167,3087360919,28408,80,6,0
21600001267,2281431701,3960273970,40450,443,6,0
