;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;261;16;16;24;84;33;0;16;43;48;45;237;7;24;0;12;21;93;39;0;0;0;35;13;2;0;12;481;0;11;0;8;0;0;0;1;0;0;0;0;0;0
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570;0;0;0;51;0;0;8;11;38;37;80;2;2;0;0;15;6;263;0;0;0;0;3;0;0;34;3;0;86;0;0;1;0;0;0;0;0;0;0;0;0
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;37;87;4;25;175;80;55;51;1350;27;9;9;12;290;222;261;239;28;19;3;38;16;3;35;396;16;257;6;322;202;18;0;0;0;0;0;0;0;0
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;337;0;29;3;0;33;38;26;13;69;13;0;0;0;2;8;1;0;0;49;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;91;3;0;33;40;26;13;752;16;1;1;0;5;8;2;0;0;49;0;0;2;0;63;1;0;4;0;5;0;0;0;0;0;0;0;0;0;0
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;146;1761;3;7;1290;1;0;119;5;64;0;896;9;21;12;4;0;0;0;0;0;0;56;1;0;10;0;7;1;0;0;0;0;0;0;0;0;0
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2249;801;1329;2293;2133;1064;1957;1732;3023;3041;1;902;175;203;0;0;2;0;0;118;5;8336;1;5;545;3;229;265;42;0;0;0;0;0;0;0;0
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;29;873;168;168;0;246;979;982;897;916;0;0;0;0;8;0;7;55;0;1256;12;11;691;61;170;109;0;0;0;0;0;0;0;0;0
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;156;197;126;120;1859;46;735;735;0;129;147;493;0;0;4;0;0;8;0;51;1;2316;1045;0;53;66;0;0;51;0;0;0;0;0;0
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5649;421;421;1789;268;777;0;20;0;0;105;0;1;206;26;15;153;197;530;32;143;1163;0;173;345;0;0;0;0;0;0;0;0;0
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1841;1755;5226;502;1062;1062;20;927;1132;202;24;1;232;27;17;162;204;1184;226;144;2217;0;621;735;2;0;35;0;0;0;0;0;0
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9579;10250;4899;518;0;0;3;901;259;8;0;43;5;7;546;23;2128;222;0;1529;0;649;784;27;0;42;0;0;0;0;0;0
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8073;620;124;124;0;1;795;122;8;0;19;0;1;507;23;936;204;0;558;0;325;397;27;0;42;0;0;0;0;0;0
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;728;1;0;3;1382;131;0;317;270;44;198;803;57;2181;113;517;8313;225;1016;2405;124;0;42;0;0;0;0;0;0
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;0;174;0;248;8;1;64;4;2;0;4;1322;238;35;0;1;328;397;12;0;8;0;0;0;0;0;0
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1867;0;151;94;65;119;0;1;4;0;44;0;38;561;0;80;0;2;0;69;6;40;0;0;0;0;0;0
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;81;0;1;19;1;117;118;69;902;71;102;517;0;317;140;34;0;0;0;0;0;0;0;0
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;0;25;3;0;8;131;88;164;10;135;481;24;158;153;1;0;0;0;0;0;0;0;0
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;14;1;20;44;162;99;61;475;356;0;7;120;40;0;14;0;0;0;0;0;0
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;10;5;0;15;0;0;167;0;0;21;0;0;0;0;0;0;0;0;0
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;10;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;106;5;0;11;19;1;81;0;6;5;2;0;2;0;0;0;0;0;0
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141;0;0;24;0;0;67;2;44;8;0;0;0;0;0;0;0;0;0
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;69;0;67;0;0;0;0;0;5;0;0;0;0;0;0
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;117;17;0;51;0;25;58;1;0;2;0;0;0;0;0;0
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;916;0;703;0;200;220;42;1;168;0;0;0;0;0;0
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1566;36;357;217;0;0;9;0;0;0;0;0;0
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;28;31;0;0;0;0;0;0;0;0;0
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;39;116;36;13;128;0;0;0;0;0;0
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;50;0;70;0;0;0;0;0;0
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;0;90;0;0;0;0;0;0
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0
Router 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0
Router 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
Router 67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
Router 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0
Router 69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
Router 70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
