;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70
Router 1;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 2;;;0,000;0,000;5,000;0,000;0,000;0,000;0,000;1917,000;2445,000;0,000;3478,000;2989,000;11109,000;1533,000;225,000;121,000;13,000;410,000;374,000;10,000;68,000;217,000;673,000;179,000;117,000;53,000;119,000;62,000;131,000;2494,000;13268,000;5306,000;1500,000;1359,000;3737,000;2492,000;1422,000;3489,000;1919,000;3499,000;3517,000;897,000;913,000;343,000;214,000;4,000;0,000;10,000;0,000;0,000;118,000;13,000;8271,000;14,000;535,000;545,000;77,000;924,000;459,000;127,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 3;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 4;;;;;9,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;18,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;9,000;0,000;0,000;0,000;9,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 5;;;;;;9,000;1540,000;9,000;2227,000;1540,000;6231,000;0,000;954,000;505,000;2101,000;66,000;1478,000;57,000;0,000;274,000;78,000;255,000;54,000;20,000;49,000;501,000;481,000;263,000;675,000;0,000;1,000;1,000;1,000;12,000;1,000;32,000;226,000;222,000;204,000;113,000;238,000;561,000;0,000;0,000;71,000;10,000;321,000;0,000;2,000;38,000;0,000;69,000;17,000;0,000;916,000;6718,000;0,000;1566,000;36,000;357,000;217,000;0,000;0,000;9,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 6;;;;;;;38,000;0,000;0,000;53,000;917,000;0,000;0,000;0,000;86,000;0,000;29,000;0,000;0,000;0,000;715,000;0,000;90,000;1,000;4,000;250,000;48,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;26,000;27,000;0,000;0,000;0,000;4,000;4,000;0,000;0,000;0,000;0,000;21,000;0,000;10,000;106,000;166,000;736,000;0,000;0,000;24,000;9,000;0,000;0,000;2,000;44,000;8,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 7;;;;;;;;225,000;1536,000;4749,000;2064,000;0,000;1,000;6,000;0,000;0,000;3430,000;500,000;0,000;1,000;50,000;0,000;49,000;0,000;0,000;740,000;91,000;12,000;0,000;3,000;3,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;51,000;0,000;1276,000;0,000;0,000;151,000;0,000;259,000;141,000;3,000;45,000;38,000;15,000;0,000;197,000;1853,000;1540,000;0,000;651,000;0,000;0,000;0,000;0,000;7,000;210,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 8;;;;;;;;;539,000;225,000;355,000;0,000;332,000;340,000;249,000;2,000;223,000;2,000;0,000;0,000;5,000;0,000;5,000;5,000;8,000;1,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;51,000;0,000;35,000;50,000;42,000;58,000;0,000;46,000;0,000;6,000;0,000;0,000;14,000;0,000;0,000;2,000;0,000;0,000;2,000;2,000;169,000;9,000;0,000;141,000;0,000;70,000;90,000;0,000;352,000;756,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 9;;;;;;;;;;1484,000;4751,000;3,000;430,000;5027,000;493,000;334,000;1264,000;26,000;0,000;356,000;166,000;273,000;136,000;46,000;56,000;603,000;257,000;170,000;1962,000;5,000;10,000;2,000;0,000;759,000;16,000;5,000;58,000;757,000;1054,000;3006,000;0,000;370,000;0,000;22,000;1370,000;429,000;790,000;182,000;26,000;267,000;95,000;457,000;122,000;20,000;662,000;2218,000;13,000;7002,000;6,000;249,000;180,000;0,000;13,000;183,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 10;;;;;;;;;;;2061,000;0,000;290,000;20,000;1836,000;752,000;5116,000;1682,000;0,000;94,000;124,000;20,000;91,000;90,000;368,000;740,000;91,000;14,000;19,000;33,000;40,000;223,000;6,000;41,000;198,000;1,000;571,000;708,000;190,000;1042,000;368,000;2517,000;0,000;0,000;151,000;95,000;259,000;141,000;3,000;45,000;38,000;15,000;140,000;241,000;2206,000;1540,000;96,000;651,000;13,000;524,000;84,000;85,000;7,000;210,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 11;;;;;;;;;;;;0,000;4743,000;1308,000;10927,000;1653,000;996,000;470,000;6,000;321,000;757,000;273,000;154,000;503,000;804,000;4441,000;1325,000;110,000;21,000;87,000;132,000;84,000;1795,000;633,000;628,000;618,000;1424,000;1154,000;758,000;903,000;1672,000;856,000;9,000;2,000;290,000;183,000;2732,000;201,000;654,000;1408,000;128,000;780,000;121,000;175,000;1560,000;6231,000;517,000;3145,000;41,000;1319,000;499,000;78,000;332,000;363,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;0,000;2,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;5643,000;14475,000;2936,000;247,000;622,000;0,000;2953,000;1646,000;887,000;1486,000;1355,000;3245,000;1577,000;246,000;31,000;179,000;66,000;80,000;270,000;1903,000;32,000;992,000;621,000;3502,000;28,000;26,000;27,000;3311,000;245,000;2,000;26,000;1784,000;1851,000;106,000;0,000;323,000;333,000;2,000;5,000;481,000;243,000;1151,000;954,000;915,000;411,000;123,000;1356,000;585,000;57,000;332,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;2584,000;1267,000;572,000;334,000;2,000;3856,000;2095,000;1212,000;1826,000;136,000;384,000;415,000;185,000;36,000;828,000;35,000;49,000;908,000;2079,000;4245,000;529,000;20,000;992,000;5,000;3,000;7,000;384,000;557,000;4,000;954,000;4452,000;538,000;306,000;5,000;26,000;120,000;3,000;175,000;366,000;189,000;1507,000;496,000;492,000;2461,000;18,000;341,000;229,000;34,000;0,000;8,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;7588,000;211,000;476,000;11,000;464,000;1706,000;222,000;294,000;2311,000;5221,000;2557,000;604,000;137,000;4714,000;250,000;1025,000;256,000;7918,000;1197,000;3403,000;5554,000;14972,000;7187,000;4532,000;15687,000;7774,000;1476,000;1489,000;20,000;1726,000;1493,000;1440,000;57,000;642,000;905,000;86,000;19,000;469,000;212,000;5757,000;2110,000;1781,000;4084,000;473,000;5998,000;5438,000;550,000;332,000;257,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;696,000;4227,000;0,000;49,000;1390,000;335,000;476,000;1017,000;2123,000;476,000;183,000;39,000;274,000;56,000;725,000;146,000;1387,000;378,000;768,000;613,000;1849,000;4029,000;1373,000;14224,000;62,000;654,000;0,000;7,000;248,000;3554,000;57,000;5,000;317,000;254,000;39,000;172,000;2048,000;614,000;661,000;66,000;600,000;1855,000;124,000;246,000;1440,000;63,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;967,000;0,000;93,000;50,000;18,000;52,000;66,000;104,000;88,000;52,000;9,000;27,000;16,000;16,000;73,000;225,000;0,000;3,000;777,000;9,000;518,000;0,000;728,000;105,000;3714,000;0,000;0,000;151,000;95,000;79,000;134,000;0,000;19,000;29,000;58,000;70,000;8,000;2275,000;1478,000;3,000;418,000;3,000;10,000;38,000;69,000;7,000;208,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;0,000;4,000;443,000;20,000;77,000;58,000;62,000;83,000;12,000;6,000;7,000;3,000;3,000;36,000;5,000;15,000;36,000;369,000;411,000;615,000;34,000;763,000;62,000;724,000;0,000;6,000;126,000;190,000;165,000;7,000;3,000;17,000;0,000;2,000;185,000;862,000;151,000;57,000;8,000;220,000;12,000;15,000;8,000;0,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;0,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;5,000;0,000;0,000;0,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;5248,000;2730,000;1841,000;79,000;155,000;7,000;0,000;0,000;31,000;1,000;1,000;2,000;317,000;105,000;14,000;10,000;191,000;1072,000;913,000;1635,000;0,000;91,000;1,000;1,000;128,000;99,000;13,000;0,000;0,000;31,000;0,000;0,000;1336,000;0,000;316,000;274,000;0,000;99,000;0,000;319,000;112,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;1504,000;2976,000;261,000;417,000;223,000;13,000;3,000;32,000;2,000;17,000;109,000;295,000;93,000;70,000;112,000;549,000;1378,000;952,000;5027,000;3,000;47,000;48,000;0,000;113,000;99,000;19,000;10,000;10,000;106,000;46,000;1099,000;1324,000;30,000;223,000;78,000;49,000;512,000;124,000;447,000;272,000;0,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;1,000;3,000;6,000;4,000;0,000;0,000;0,000;0,000;0,000;0,000;10,000;22,000;0,000;10,000;175,000;16,000;10,000;239,000;0,000;12,000;0,000;0,000;9,000;62,000;0,000;0,000;0,000;0,000;0,000;0,000;1671,000;0,000;10,000;255,000;0,000;3,000;0,000;12,000;33,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;0,000;46,000;10,000;0,000;0,000;21,000;0,000;0,000;2,000;29,000;93,000;0,000;74,000;192,000;61,000;12,000;859,000;0,000;3,000;0,000;0,000;85,000;93,000;2,000;10,000;0,000;0,000;7,000;233,000;1,000;0,000;8,000;54,000;0,000;0,000;0,000;7,000;3,000;0,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;3875,000;16,000;4,000;0,000;7,000;0,000;3,000;1,000;109,000;18,000;2,000;101,000;210,000;1530,000;70,000;1413,000;2343,000;1,000;4,000;0,000;82,000;56,000;52,000;0,000;1,000;12,000;1,000;0,000;4,000;0,000;37,000;20,000;0,000;49,000;0,000;1,000;9,000;4,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;33,000;4,000;0,000;43,000;0,000;3,000;4,000;227,000;78,000;11,000;268,000;415,000;2971,000;208,000;2699,000;5267,000;1,000;4,000;0,000;174,000;106,000;87,000;0,000;1,000;27,000;4,000;1,000;27,000;0,000;116,000;49,000;8,000;59,000;1,000;4,000;10,000;12,000;0,000;8,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;1586,000;110,000;712,000;16,000;17,000;26,000;101,000;78,000;0,000;122,000;196,000;169,000;105,000;614,000;99,000;24,000;0,000;12,000;181,000;112,000;120,000;0,000;0,000;0,000;37,000;213,000;10,000;0,000;25,000;501,000;0,000;20,000;0,000;15,000;0,000;13,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;261,000;16,000;16,000;24,000;84,000;33,000;0,000;16,000;43,000;48,000;45,000;237,000;7,000;24,000;0,000;12,000;21,000;93,000;39,000;0,000;0,000;0,000;35,000;13,000;2,000;0,000;12,000;481,000;0,000;11,000;0,000;8,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,000;0,000;0,000;0,000;51,000;0,000;0,000;8,000;11,000;38,000;37,000;80,000;2,000;2,000;0,000;0,000;15,000;6,000;263,000;0,000;0,000;0,000;0,000;3,000;0,000;0,000;34,000;3,000;0,000;86,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
